Year;Month;Занятые;Безработные;Общее количество занятых в неформальном секторе;только в неформальном секторе;в неформальном и формальном секторах;с основной работой в неформальном секторе;с дополнительной работой в неформальном секторе;Занятые в неформальном секторе в % к общей численности занятых;Общая численность наёмных работников;работали на основе трудового договора (служебного контракта) в письменной форме ;работали на основе трудового договора (служебного контракта) в письменной форме постоянного ;работали на основе трудового договора (служебного контракта) в письменной форме временного или краткосрочного ;работали на основе устной договоренности с работодателем, без оформления документов;работали на основе устной договоренности с работодателем, без оформления документов на постоянной основе;работали на основе устной договоренности с работодателем, без оформления документов на постоянной основе на временной или краткосрочной основе;работали на основе договора гражданско-правового характера;работали на основе трудового договора о выполнении работы на дому;работали на основе трудового договора о выполнении работы на дому с использованием сети «Интернет»  (дистанционная  работа);Общее число владельцев предприятий и индивидуально работающих, включая самозанятых.;без регистрации или оформления документов;с регистрацией предприятия в качестве юридического лица;с регистрацией предприятия в качестве инливид.предпринимател;регистрация деятельности в стадии оформления;с регистрацией в качестве самозанятого;Source
2012;8;72757,4086;3811,820464;14861,93675;13310,37924;1551,557508;17,02654458;1534,530963;20,42669885;67468,73643;63597,50956;61381,86615;2215,64341;2925,327688;;;940,3413301;5,557853175;;2932,40426;691,4860072;316,3735942;1870,350735;54,19392366;;ors_new_2010_2012
2012;9;72385,27812;3843,920341;14746,60047;13197,35919;1549,241285;9,724043024;1539,517242;20,37237524;67053,14684;63535,70236;61106,6432;2429,059156;2721,052558;;;771,8607237;24,53119474;;2819,073072;699,7050069;232,6059856;1841,90758;44,854499;;ors_new_2010_2012
2012;10;71697,00982;3888,484924;13390,65626;12234,18586;1156,470405;23,68561345;1132,784792;18,67672905;66897,70609;63467,48891;61440,5444;2026,944502;2601,454406;;;801,7855215;26,97725667;;2985,290082;769,819637;326,1917958;1836,190191;53,08845772;;ors_new_2010_2012
2012;11;71638,62205;3948,594822;12735,97119;11653,15524;1082,815946;14,09025829;1068,725688;17,77807951;67140,32997;63875,44306;61710,78845;2164,654608;2421,487641;;;818,7245077;24,67476966;;2889,887886;664,1102717;244,1515337;1924,697537;56,9285434;;ors_new_2010_2012
2012;12;71539,93531;3824,932098;13097,90475;11975,33745;1122,5673;15,24630761;1107,320993;18,30852194;66725,26659;63648,95404;61597,24151;2051,712531;2298,569117;;;759,4382741;18,30515684;;2965,159556;829,4171241;232,9243481;1858,530651;44,28743312;;ors_new_2010_2012
2013;1;70817,05445;4481,428219;12993,14481;12038,63351;954,5113074;4,533093009;949,9782144;18,34747987;66273,33409;62677,54803;60230,51817;2447,02986;2828,699759;;;738,7700105;28,31629562;;2952,498368;856,6049146;121,9803787;1888,164203;85,74887242;;ors_new_2013_2015
2013;2;71086,52795;4340,7192;13148,24482;12030,36964;1117,875179;30,36968649;1087,505493;18,4961134;66217,18449;63103,95168;60789,34693;2314,604754;2368,007834;;;728,1769959;17,0479774;;3056,216802;829,9491252;125,8899265;2043,924913;56,452837;;ors_new_2013_2015
2013;3;71047,24625;4254,313397;13310,15273;12330,63975;979,5129755;14,71898203;964,7939934;18,73422748;66273,82642;62910,51052;60762,64099;2147,869524;2589,59464;;;750,433423;23,28783413;;2908,584796;894,9454679;148,3741161;1813,549091;51,71612146;;ors_new_2013_2015
2013;4;71207,80691;4185,597701;13475,11932;12502,93685;972,1824701;21,07572173;951,1067484;18,92365444;66140,76178;62947,75136;60659,09965;2288,651705;2530,32304;;;643,5437638;19,14362272;;3000,317772;839,6534518;155,8621763;1929,974385;74,82775934;;ors_new_2013_2015
2013;5;71737,43596;3907,267;14238,61213;12835,14968;1403,462443;21,19808712;1382,264356;19,84823117;66396,67252;62915,55047;60874,54547;2041,004995;2653,578796;;;801,5223256;26,02093259;;3074,519384;787,0876034;168,2430531;2052,460657;66,72807041;;ors_new_2013_2015
2013;6;71512,80467;4091,884679;14674,93091;13218,75138;1456,179523;18,63091921;1437,548604;20,52070391;66204,54982;62615,46839;60391,52651;2223,941878;2921,698941;;;647,2692785;20,1132175;;3217,755506;870,7238204;152,0253815;2125,771734;69,23456961;;ors_new_2013_2015
2013;7;71891,72867;4014,848127;15303,94696;13632,90141;1671,045545;12,13964135;1658,905904;21,28749335;66107,39303;62543,02534;60455,06798;2087,957355;2927,818725;;;616,6558554;19,89311742;;3159,452497;851,0126046;140,8444199;2075,787274;91,80819763;;ors_new_2013_2015
2013;8;72489,18465;3963,431926;15545,47714;14088,06554;1457,411601;18,28764783;1439,123953;21,44523658;66590,55704;62973,03266;60632,57576;2340,456899;2906,889229;;;683,0502863;27,58486517;;3213,379876;978,6019446;131,2282056;1992,8154;110,7343258;;ors_new_2013_2015
2013;9;71849,74985;3994,613519;14701,68279;13234,87505;1466,807743;20,693739;1446,114004;20,46170351;66323,93228;62802,33574;60790,70903;2011,626709;2783,657798;;;717,0843124;20,85442547;;3188,880303;958,5505717;137,4058319;2018,175112;74,74878769;;ors_new_2013_2015
2013;10;71625,46386;4147,19925;14741,47233;13391,91715;1349,55519;26,50177474;1323,053415;20,58132896;65948,18521;62490,38483;60328,1568;2162,228034;2736,090777;;;711,9913604;9,718244205;;3471,306187;1021,248358;175,5011496;2171,609232;102,947447;;ors_new_2013_2015
2013;11;71448,42459;4114,39944;14082,51521;13050,97483;1031,540382;23,15721982;1008,383162;19,710043;66516,68811;63074,67327;60938,61557;2136,057706;2613,583675;;;804,6777752;23,75338606;;3314,778345;773,6352022;146,7168342;2281,912623;112,5136853;;ors_new_2013_2015
2013;12;70985,61241;4191,954888;13157,89685;12211,99684;945,9000123;10,52599459;935,3740177;18,53600526;66288,09284;62901,70314;60550,99326;2350,709879;2605,797988;;;767,1070783;13,48462735;;3230,191182;841,7203162;140,305172;2191,915897;56,249797;;ors_new_2013_2015
2014;1;70594,05463;4185,651962;13479,95712;12472,39905;1007,558064;22,01251379;985,5455504;19,09503171;65746,13088;62595,92167;59735,07124;2860,850433;2528,946676;;;568,7534042;34,35505307;18,1540797;3193,262716;829,6815586;122,1914746;2159,087906;82,30177724;;ors_new_2013_2015
2014;2;71151,47612;4233,884374;13461,26901;12507,44485;953,8241566;22,86454251;930,9596141;18,9191704;66183,8648;63162,33046;60532,94303;2629,387428;2351,96126;;;626,8929852;16,4910954;26,18900334;3338,094662;870,2275739;143,3380613;2218,972382;105,5566448;;ors_new_2013_2015
2014;3;71211,15836;4027,650051;13992,47698;13012,71111;979,7658705;7,536483994;972,2293866;19,6492759;66320,70058;63057,6606;60628,45874;2429,201854;2622,079751;;;606,5422466;28,76116121;5,656818812;3025,10951;856,8047687;111,0866646;1976,36044;80,85763587;;ors_new_2013_2015
2014;4;71116,99453;3991,956994;13882,82027;12885,06506;997,7552028;10,84993975;986,9052631;19,52110091;66113,80449;63193,35316;60765,83972;2427,513436;2377,724884;;;501,102969;18,01664076;23,60684225;3252,952063;869,6499949;145,9743151;2167,737034;69,59071895;;ors_new_2013_2015
2014;5;71779,24676;3706,062297;15101,96499;13753,43837;1348,526613;22,38521785;1326,141395;21,03945871;66192,41912;62937,97589;60635,66988;2302,306012;2489,745963;;;691,3151641;48,99664569;24,38545291;3391,473293;955,7901351;168,3174134;2173,2578;94,10794411;;ors_new_2013_2015
2014;6;72043,76252;3692,690405;15012,45331;13453,41416;1559,039153;19,31877064;1539,720383;20,83796402;66445,64679;63162,20052;60539,60149;2622,599033;2676,98561;;;566,0187877;18,66761558;21,77425246;3373,430376;1008,310406;159,1181605;2138,857423;67,14438683;;ors_new_2013_2015
2014;7;72317,74002;3701,328037;15003,52695;13450,91063;1552,61632;36,93530118;1515,681019;20,74667563;66696,94797;63136,29589;60534,67035;2601,625546;2917,966653;;;575,3679427;42,83639223;24,48109388;3198,398685;995,4368586;154,2945547;1977,362156;71,30511547;;ors_new_2013_2015
2014;8;72517,19255;3667,835515;15703,85661;13952,8717;1750,984904;38,03924728;1712,945656;21,65535655;66666,77392;63271,56742;60449,02108;2822,546338;2801,646743;;;556,3143087;23,24844668;13,99700412;3208,47538;948,074736;122,5471311;2060,156929;77,69658454;;ors_new_2013_2015
2014;9;72078,28795;3725,632462;14999,6672;13284,26821;1715,398989;13,63095522;1701,768034;20,81024345;66687,63068;63065,73498;60236,24688;2829,488099;2958,936456;;;614,8547419;31,02270659;17,08180364;3183,955732;867,2095338;162,515557;2060,526298;93,70434319;;ors_new_2013_2015
2014;10;72126,60712;3876,922948;14830,13997;13366,71605;1463,423924;26,64909902;1436,774825;20,56126104;66962,42006;63522,38768;60809,99901;2712,388674;2763,194346;;;615,7858934;29,18090722;31,87122465;3268,824552;881,3072778;124,5889448;2172,648757;90,27957207;;ors_new_2013_2015
2014;11;71742,01701;3945,869679;14201,62474;12990,01441;1211,610327;30,08464956;1181,525678;19,79540767;66772,0596;63519,08964;60719,34073;2799,748912;2588,03445;;;615,9632106;27,24892462;21,72337357;3161,580283;816,1264302;120,2124734;2094,04358;131,1977998;;ors_new_2013_2015
2014;12;71575,22948;3978,269568;13365,83087;12334,70806;1031,122814;26,12924714;1004,993567;18,67382189;67388,34809;63935,3415;61355,12761;2580,213891;2829,33256;;;572,8164316;23,57936388;27,27823752;2932,091202;900,0510437;93,8324518;1873,063972;65,14373421;;ors_new_2013_2015
2015;1;71919,80258;4175,163491;13601,79441;12701,49661;900,2978005;36,59020245;863,707598;18,91244681;67045,71541;63814,03477;60979,25375;2834,781017;2597,048033;;;600,4892129;21,37449106;12,76890288;3312,332212;908,5167805;119,5763308;2181,743443;102,4956576;;ors_new_2013_2015
2015;2;71567,02626;4404,201601;13727,37911;12867,23487;860,1442373;39,52813214;820,6161052;19,18115063;66840,34783;63601,58988;60973,54613;2628,043752;2535,151004;;;672,9281012;29,6358388;1,043;3298,524932;866,0719003;112,4789296;2224,176355;95,79774778;;ors_new_2013_2015
2015;3;71803,02048;4508,943722;14166,36942;13128,1466;1038,222816;24,93061094;1013,292205;19,72948955;66697,77637;63542,28636;61015,88163;2526,404729;2654,171872;;;463,9245321;33,85929;3,534316137;3135,642532;873,7597017;117,0284477;2069,081202;75,77318085;;ors_new_2013_2015
2015;4;71799,80009;4417,144776;14654,92327;13473,79173;1181,131541;35,67186571;1145,459676;20,41081347;66851,57991;63258,51792;60811,04677;2447,47115;2867,800923;;;680,565902;38,77090712;5,924257085;3108,95431;878,4602939;106,640361;2059,955443;63,89821168;;ors_new_2013_2015
2015;5;72912,75052;4292,667738;15905,46597;14168,58272;1736,883253;16,14182251;1720,741431;21,81438207;67107,35722;63599,46238;60959,96345;2639,498933;2753,343642;;;728,7022527;14,46802348;11,38091998;3528,402025;1066,862374;144,6196942;2232,612262;84,30769502;;ors_new_2013_2015
2015;6;72540,59194;4086,326054;15478,08088;13990,15785;1487,923036;21,0264223;1466,896614;21,33713066;67262,08389;63671,93056;60996,5662;2675,364365;2845,97076;;;701,5102362;40,68985597;1,982473684;3150,295171;950,5571636;103,7865974;2036,892747;59,05866343;;ors_new_2013_2015
2015;7;73300,65522;4070,453506;16061,91507;14411,33669;1650,578379;15,41638991;1635,161989;21,91237584;67638,94013;64012,27244;61384,293;2627,97944;2964,690581;;;630,0025376;23,7951365;8,179432367;3284,262569;940,0776771;89,4867426;2178,010576;76,68757248;;ors_new_2013_2015
2015;8;73528,26973;4069,386102;16143,93876;14504,8643;1639,074464;24,15274152;1614,921722;21,95609773;67818,0175;64437,02946;61404,33177;3032,697688;2785,095732;;;574,6552744;19,76538314;1,471652174;3099,698493;969,9711671;110,4513482;1932,686141;86,58983655;;ors_new_2013_2015
2015;9;73093,74985;4044,758391;15481,49052;13935,27138;1546,219149;21,60952572;1524,609623;21,18032056;67416,44337;64127,67616;61513,36329;2614,312865;2659,366657;;;587,974204;31,1157855;10,31056758;3332,495341;1073,261083;128,7260262;2086,994531;43,51370106;;ors_new_2013_2015
2015;10;72712,65548;4265,866614;14575,77576;13420,95686;1154,818899;24,82498314;1129,993916;20,04572061;67601,49188;64061,37179;61469,31378;2592,05801;2915,597164;;;596,6685074;26,39385666;1,460565217;3231,177956;984,9096071;136,2574177;2060,736693;49,27423804;;ors_new_2013_2015
2015;11;72326,46081;4438,509919;14623,42887;13451,52455;1171,904321;17,09829493;1154,806026;20,21864295;67128,52227;63989,82183;61308,49816;2681,32367;2511,631778;;;597,8796782;23,05393833;6,135042019;3376,563965;918,7617086;113,9565496;2288,440205;55,40550205;;ors_new_2013_2015
2015;12;72438,61216;4430,137511;14062,18617;12965,79027;1096,395896;12,77883131;1083,617064;19,41255602;67542,98862;64524,37061;61734,83552;2789,535086;2394,911813;;;595,2399882;27,31728476;1,148928571;3255,42688;837,5257806;124,3071802;2229,133417;64,46050234;;ors_new_2013_2015
2016;1;71617,33321;4438,157212;14265,74586;12892,87774;1372,868123;36,02448001;1336,843643;19,9194039;66609,33798;63698,04191;61339,43142;2358,610495;2323,952139;;;551,3258877;26,58516012;9,432879331;3279,146211;992,5545033;101,2478278;2107,092073;78,25180689;;ors_new_2016
2016;2;71809,33334;4434,992803;14796,28042;13380,39469;1415,88573;20,59670638;1395,289024;20,60495444;66634,30926;63620,78449;61225,81909;2394,965403;2346,828147;;;627,4442213;31,81718337;7,435222976;3387,346012;1003,753421;144,9235299;2159,855633;78,81342731;;ors_new_2016
2016;3;71862,81442;4576,91161;14399,4607;13177,7441;1221,716605;20,20126625;1201,515339;20,0374294;66769,03654;63720,28003;61260,00162;2460,278408;2462,059573;;;565,1477084;13,90922519;7,640004926;3403,770191;949,0213913;118,7084723;2245,574116;90,46621052;;ors_new_2016
2016;4;72055,55731;4519,459364;14758,89296;13514,9946;1243,898367;10,66222425;1233,236143;20,48265743;66840,14003;63805,87177;61417,91051;2387,961253;2447,653858;;;531,2291144;51,34376425;4,041531315;3469,854638;1055,971491;101,6571378;2238,128306;74,09770367;;ors_new_2016
2016;5;72533,64894;4306,65981;15889,08028;14251,35759;1637,722687;19,83782228;1617,884865;21,9058058;66695,70794;63556,35338;61100,91559;2455,437792;2513,557187;;;593,8144496;28,58293877;3,399985562;3489,927646;926,8967539;195,8238856;2287,96152;79,24548723;;ors_new_2016
2016;6;72959,79766;4184,696401;16110,51211;14475,897;1634,615112;24,64374656;1609,971365;22,08135525;67170,37269;63815,89303;61346,24887;2469,644163;2585,083401;;;721,4021308;36,80857141;11,18554994;3504,789468;1039,294477;111,3011887;2295,350388;58,84341456;;ors_new_2016
2016;7;73419,90816;4124,545419;16116,5745;14421,84016;1694,73434;29,07931651;1665,655024;21,95123217;67544,8262;64021,97061;61647,09127;2374,879336;2889,370941;;;601,4781637;19,84861565;12,15787664;3402,184901;956,8316211;182,0511763;2195,570068;67,73203629;;ors_new_2016
2016;8;73766,01674;4040,456482;16785,85009;14961,72945;1824,120642;17,95311801;1806,167524;22,75553274;67740,13314;64524,07477;61828,96326;2695,111505;2564,273413;;;615,2066357;30,55087021;6,027451613;3351,188863;944,2220073;113,3441401;2241,44619;52,17652596;;ors_new_2016
2016;9;73386,8595;4024,126819;16186,44067;14360,11768;1826,322985;24,22380788;1802,099177;22,05632013;67659,57198;64438,8508;61794,25005;2644,600743;2568,363;;;626,8185899;20,25214945;5,287442105;3297,59768;788,5333781;147,6175507;2288,550587;72,89616446;;ors_new_2016
2016;10;72851,36876;4106,275518;15583,92006;14063,71943;1520,20063;32,74447641;1487,456154;21,39138952;67321,6163;63995,13225;61493,23835;2501,893892;2705,292656;;;602,5035236;15,85969719;2,828180451;3373,083929;966,2262328;106,2437822;2203,230143;97,38377093;;ors_new_2016
2016;11;72896,78291;4119,282566;15468,47397;13919,67226;1548,801708;22,70861119;1526,093097;21,21969359;67642,80339;64636,29404;62131,14978;2505,144265;2383,158236;;;595,2909867;24,21541125;3,84470922;3366,001945;912,5175184;116,5820604;2255,461132;81,44123426;;ors_new_2016
2016;12;73050,99517;4106,031664;14754,29301;13290,71533;1463,577673;12,1481319;1451,429541;20,19725121;68240,29285;65108,01494;62801,73488;2306,28006;2393,110503;;;719,660229;16,15650983;3,350670772;3257,350983;1002,596523;128,4967466;2063,904494;62,35321959;;ors_new_2016
2017;1;72181,82155;4307,371449;13637,44824;12813,23654;824,2116908;20,80452415;803,4071666;18,89318937;67544,33087;64462,6382;61716,84078;2745,797417;2467,657077;;;568,7373793;37,57918707;7,719028118;3505,131778;1117,83014;128,9495483;2172,185206;86,16688348;;ors_new_2017_2019
2017;2;71773,42492;4235,348227;13338,48084;12672,1649;666,3159404;13,12810769;653,1878328;18,58414985;67653,45453;64663,70396;61960,43904;2703,264922;2468,957393;;;491,8302744;22,28796175;6,674939869;3034,094215;871,3526576;106,7039723;1996,930402;59,107183;;ors_new_2017_2019
2017;3;72266,60398;4129,38874;13532,27191;12631,51969;900,7522197;21,63334588;879,1188738;18,72548475;67795,09721;64771,36113;62155,64366;2615,717467;2414,988364;;;588,301132;16,60490829;3,841672727;3250,712339;960,5282986;118,9798046;2088,317793;82,88644233;;ors_new_2017_2019
2017;4;72210,53226;4063,831967;13736,27318;12806,77548;929,4977012;10,36291162;919,1347896;19,02253418;67595,17455;64577,54803;62433,76256;2143,785465;2395,538752;;;569,355556;31,8736724;20,85854766;3297,681094;957,0443957;156,3151068;2109,33472;74,98687089;;ors_new_2017_2019
2017;5;72454,06219;3962,548921;14723,75074;13609,0943;1114,656436;21,07218394;1093,584252;20,32149791;67616,33169;64246,08351;62237,34533;2008,738181;2730,378416;;;608,1065544;26,75070065;5,012506277;3226,491042;952,6983937;107,1623825;2084,215789;82,41447679;;ors_new_2017_2019
2017;6;72665,80278;3870,523214;14740,70588;13668,28387;1072,42201;13,83501734;1058,586992;20,28561622;67742,54892;64475,45016;62212,76288;2262,687286;2601,443641;;;638,7843751;15,70954435;11,16119903;3378,47961;956,4916665;90,80406417;2274,574553;56,60932585;;ors_new_2017_2019
2017;7;72869,15536;3920,947125;15049,73966;14056,51343;993,2262304;16,8942029;976,3320276;20,65310018;67664,07925;64201,21431;61970,44599;2230,768326;2808,179537;;;631,586691;21,22255359;1,876155844;3530,278425;1094,401127;94,85650704;2277,378925;63,64186577;;ors_new_2017_2019
2017;8;73430,59698;3807,932339;15416,68953;14311,72878;1104,960754;21,72690868;1083,233846;20,99491243;68226,16374;64610,7965;62218,37423;2392,422269;3010,6121;;;590,4302268;7,265066544;7,059845239;3327,798564;1035,609781;111,6322336;2107,380538;73,17601073;;ors_new_2017_2019
2017;9;73328,72922;3830,584479;15181,52792;14085,08383;1096,444092;17,87885822;1078,565233;20,70338335;68257,56899;64720,15215;62483,05513;2237,097018;2940,692098;;;566,8047721;22,28641653;7,633558211;3510,886961;1166,557491;118,3887363;2186,298493;39,6422412;;ors_new_2017_2019
2017;10;73111,70479;3868,915128;14722,61126;13671,51846;1051,092793;16,20683451;1034,885958;20,13714671;68128,52203;64713,81125;62446,07013;2267,741117;2719,221588;;;659,7075948;28,19279808;7,588804039;3538,319464;1186,573655;106,1741814;2203,926021;41,64560603;;ors_new_2017_2019
2017;11;72853,48342;3895,721846;14284,50731;13374,31458;910,1927237;6,099957144;904,0927666;19,60717132;67869,90932;64766,67616;62522,26202;2244,414139;2437,459362;;;638,2248038;26,24797666;1,301008152;3624,740367;1102,016306;126,756995;2340,173813;55,79325315;;ors_new_2017_2019
2017;12;72985,00867;3885,893123;14301,59219;13452,60784;848,9843517;17,77019532;831,2141564;19,59524628;68203,99711;64906,6298;63026,67814;1879,951664;2645,235792;;;620,0935952;21,57451836;10,46339671;3571,997542;1076,41272;91,57230532;2366,05203;37,9604868;;ors_new_2017_2019
2018;1;72345,27996;3930,685475;13757,76324;12859,53761;898,2256241;18,89834154;879,3272826;19,01680834;67687,47229;64486,89261;62579,70813;1907,184479;2534,977407;;;627,021478;28,7733324;9,80746074;3379,024986;1079,506813;101,2636615;2162,412686;35,84182608;;ors_new_2017_2019
2018;2;72390,25468;3815,374113;14046,13042;13224,60063;821,5297878;23,38555984;798,1442279;19,40334439;67516,77244;64627,08049;62661,98811;1965,092377;2259,098448;;;579,196062;42,10341419;9,294026357;3534,760928;1108,163696;119,4977757;2223,844406;83,25505035;;ors_new_2017_2019
2018;3;72683,03088;3830,529826;14295,59477;13484,22395;811,3708201;14,62047034;796,7503498;19,66840759;67611,05017;64504,35405;62526,97102;1977,383029;2506,667894;;;565,4103237;22,66527098;11,95262822;3679,90438;1076,343416;73,87210757;2484,227059;45,46179759;;ors_new_2017_2019
2018;4;72702,80755;3727,201695;14363,32694;13492,22048;871,1064612;23,53309412;847,5733671;19,75622045;67910,44995;64785,26244;62967,51472;1817,747727;2422,649859;;;670,0180523;30,11114345;2,40845;3528,223069;1110,018327;95,29062405;2259,530723;63,38339442;;ors_new_2017_2019
2018;5;72974,54966;3619,778212;14682,22284;13777,50227;904,7205725;13,43251164;891,2880609;20,11964844;67709,91377;64589,06079;62682,71639;1906,344401;2566,757781;;;529,7254033;16,06245214;8,307347993;3727,711841;1138,624368;100,2870812;2428,994652;59,80573986;;ors_new_2017_2019
2018;6;72938,3213;3558,542208;15247,92219;14159,22517;1088,697022;27,26680751;1061,430215;20,90522776;67853,95416;64244,51919;62257,07638;1987,442808;2778,247579;;;806,6645482;16,47202624;8,050817069;3649,139529;1115,02584;98,30261047;2396,795244;39,01583431;;ors_new_2017_2019
2018;7;73077,22978;3620,076438;15222,00743;14238,89684;983,1105845;26,25889459;956,85169;20,830028;67915,30033;64532,554;62583,88944;1948,664558;2725,112944;;;634,7029118;11,89711115;11,03336289;3463,566803;1062,654573;127,2880242;2235,206768;38,4174372;;ors_new_2017_2019
2018;8;73794,19667;3522,590599;15542,51983;14530,17337;1012,346455;21,50200347;990,8444512;21,0619812;68509,64074;64921,61903;62509,21692;2412,402103;2860,724311;;;685,6183481;32,76087836;8,918178756;3504,783418;1119,84321;93,54260483;2236,441395;54,95620907;;ors_new_2017_2019
2018;9;73573,02392;3448,944995;14975,90406;13996,70935;979,194709;9,422993391;969,7717156;20,35515637;68524,92427;65178,06165;62957,90901;2220,152646;2706,427171;;;595,2336478;35,07252263;10,12928018;3418,389095;993,685297;105,4464461;2293,587039;25,6703131;;ors_new_2017_2019
2018;10;72918,73803;3623,465906;15152,17968;14141,86615;1010,313524;13,21226831;997,1012562;20,77954184;67887,44869;64741,56497;62492,45124;2249,113732;2440,082217;;;672,0843315;33,71716747;0;3513,428386;1059,05726;107,1941057;2297,863196;49,31382494;;ors_new_2017_2019
2018;11;73040,33364;3664,989375;14558,27504;13656,86236;901,412681;9,769129626;891,6435514;19,93182987;68098,22706;64946,21725;62717,47929;2228,73796;2487,469299;;;629,9025136;29,19920313;5,43879949;3666,01193;1277,147887;66,16874251;2255,707358;66,98794219;;ors_new_2017_2019
2018;12;73042,45985;3713,241456;14075,64048;13242,42653;833,2139498;17,66238309;815,5515667;19,27049076;68450,60573;65338,74273;62990,90037;2347,842352;2449,704124;;;629,6409555;31,36767979;1,15025;3301,784534;1019,264201;126,2097871;2122,176724;34,13382154;;ors_new_2017_2019
2019;1;71664,9445;3688,80642;13681,26876;13005,59991;675,6688523;6,751102209;668,9177501;19,09060121;67024,12348;63739,08766;61919,08095;1820,006712;2484,024785;;;768,319775;;32,69125284;3378,375653;1034,800919;83,23390375;2165,549404;94,79142613;;ors_new_2017_2019
2019;2;71961,68682;3676,096363;13609,78111;13002,14608;607,6350305;15,57766332;592,0573672;18,91253764;67447,37262;64236,06543;62644,282;1591,783424;2473,217028;;;707,5898291;;30,50033535;3368,868157;1063,612644;87,33321102;2131,84428;86,07802153;;ors_new_2017_2019
2019;3;71953,88895;3536,881296;14354,72946;13448,44652;906,2829338;17,04834145;889,2345923;19,94990079;67137,30264;63837,17937;61982,46537;1854,713998;2562,181916;;;712,2260686;;25,71528679;3689,113898;1137,862853;83,52480861;2408,390298;59,3359381;;ors_new_2017_2019
2019;4;71857,21912;3573,690424;15055,93228;13911,9067;1144,025574;26,65346142;1117,372112;20,95256741;66931,64565;63326,41292;61413,60792;1912,804999;2728,880075;;;854,1344614;;22,21819553;3548,854039;1054,88397;153,272985;2287,386944;53,3101404;;ors_new_2017_2019
2019;5;72008,25753;3426,809812;15422,86733;14325,35447;1097,512865;18,86532062;1078,647544;21,41819267;66906,11618;63058,97537;61269,14428;1789,831089;2936,004103;;;874,2000263;;36,93667303;3452,336864;1102,108848;122,6701601;2184,27047;43,28738572;;ors_new_2017_2019
2019;6;72412,70477;3359,970981;15531,70457;14509,93277;1021,771798;33,20405064;988,5677473;21,44886676;67430,74413;63708,73377;61529,21495;2179,518822;2916,882179;;;767,9470515;;37,18112558;3626,694879;1225,530869;118,1712718;2232,365004;50,62773357;;ors_new_2017_2019
2019;7;72682,4232;3398,278872;15350,53795;14195,18818;1155,349772;16,42083818;1138,928933;21,120014;67788,57096;63884,22445;61943,26309;1940,961356;2863,200264;;;1007,775;;33,37124888;3409,949372;1228,84632;120,4458525;1999,844409;60,81279077;;ors_new_2017_2019
2019;8;72954,31591;3269,444251;15742,24561;14641,46012;1100,785488;34,0450955;1066,740392;21,57822386;67788,2658;64330,23597;62355,63777;1974,598206;2661,295714;;;764,9176517;;31,81645862;3673,286552;1376,044502;138,6761842;2119,970337;38,59552952;;ors_new_2017_2019
2019;9;72669,06976;3390,372186;14917,0012;13873,13849;1043,862711;11,69753411;1032,165177;20,52730446;67969,09369;64493,18195;62594,33438;1898,847566;2640,521334;;;796,8520751;;38,53832868;3528,81936;1134,344385;128,6556399;2221,143945;44,67538936;;ors_new_2017_2019
2019;10;72541,14142;3490,93753;15268,10423;14156,54661;1111,557622;25,80350401;1085,754118;21,04751032;67450,57424;64001,23366;62089,1747;1912,058959;2463,615779;;;959,8954656;;25,8293347;3652,452481;1313,843798;118,2695397;2171,684021;48,65512233;;ors_new_2017_2019
2019;11;73127,11334;3542,218166;15012,15924;14026,17981;985,9794342;15,26902684;970,7104074;20,52885524;68267,09552;64876,30947;62876,91143;1999,39804;2569,522277;;;796,5751171;;24,68865829;3539,502356;1188,837146;111,5393941;2183,100436;56,02537961;;ors_new_2017_2019
2019;12;72876,68593;3501,70392;14669,49244;13880,11625;789,3761951;15,25908052;774,1171146;20,12919805;68304,83913;64739,02638;62894,36495;1844,661437;2607,307875;;;927,6059522;;30,89892398;3421,456133;1115,538511;121,1753191;2140,706649;44,03565352;;ors_new_2017_2019
2020;1;71892,07722;3497,508137;14490,53303;13618,5534;871,9796375;22,1432684;849,8363691;20,15595264;67289,07791;63904,79953;62217,80559;1686,993937;2280,427381;;;1062,612908;;41,23809018;3283,936468;1124,063596;70,45097847;2039,540506;49,88138816;;ors_new_2020_2021
2020;2;71636,12045;3453,585054;13850,07932;13091,40699;758,6723314;20,0188141;738,6535173;19,3339327;67324,56928;64124,07265;62358,08958;1765,983069;2336,360005;;;811,1446318;;52,99199604;3217,850649;1109,901824;115,2762922;1943,706121;48,96641165;;ors_new_2020_2021
2020;3;71904,30014;3504,351244;14581,46049;13672,13434;909,3261543;21,85781176;887,4683426;20,27898257;67157,66157;63917,44532;62053,83095;1863,614372;2341,754414;;;873,6799882;;24,78184686;3442,090795;1138,251284;132,8175685;2084,140793;86,88114953;;ors_new_2020_2021
2020;4;70730,60838;4310,957957;13022,16016;12206,58567;815,5744958;21,99421436;793,5802814;18,41092628;65840,95558;63007,70513;61287,86311;1719,842017;1996,437512;;;725,5927876;;111,2201586;3599,364813;1030,304108;199,2696431;2327,936256;41,85480547;;ors_new_2020_2021
2020;5;70535,12106;4546,994249;13782,13267;12879,93626;902,1964154;13,98598541;888,2104299;19,5393904;65550,41455;62596,13456;61031,31002;1564,824543;2001,720285;;;891,9337928;;60,62590245;3632,655475;1020,831714;158,0220823;2390,564589;63,23708946;;ors_new_2020_2021
