Источник	Полное описание	Ссылка	Категория	Units	Комментарий
YEARBOOK_2009	Российский статистический ежегодник. 2009: Стат.сб./Росстат. - М., 2009.  – 795 с.	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/year09.zip	статистический сборник	"млн. руб.; млрд. руб."	
YEARBOOK_2010	Российский статистический ежегодник. 2010: Стат.сб./Росстат. - М., 2010.  – 813 с.	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/year10.rar	статистический сборник	"млн. руб.; млрд. руб."	
YEARBOOK_2011	Российский статистический ежегодник. 2011: Стат.сб./Росстат. - М., 2011.  – 795 с.	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/year2011.rar	статистический сборник	"млн. руб.; млрд. руб."	
YEARBOOK_2012	Российский статистический ежегодник. 2012: Стат.сб./Росстат. - М., 2012.  – 786 с	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/year12.rar	статистический сборник	млн. руб.	
YEARBOOK_2013	Российский статистический ежегодник. 2013: Стат.сб./Росстат. - М., 2013.  – 717 с.	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/year13.rar	статистический сборник	млн. руб.	
YEARBOOK_2014	Российский статистический ежегодник. 2014: Стат.сб./Росстат. - М., 2014.  – 693 с.	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/year14.rar	статистический сборник	млн. руб.	
YEARBOOK_2015	Российский статистический ежегодник. 2015: Стат.сб./Росстат. - М., 2015. – 728 с. 	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/year15.rar	статистический сборник	млн. руб.	
YEARBOOK_2016	Российский статистический ежегодник. 2016: Стат.сб./Росстат. - М., 2016 – 725 с. 	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/year16_el-vers.rar	статистический сборник	млн. руб.	
YEARBOOK_2017	Российский статистический ежегодник. 2017: Стат.сб./Росстат. - М., 2017 – 686 с.	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/year17-all(1).rar	статистический сборник	млн. руб.	
YEARBOOK_2018	Российский статистический ежегодник. 2018: Стат.сб./Росстат. - М., 2018 – 694 с. 	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/year18.rar	статистический сборник	млн. руб.	
YEARBOOK_2019	Российский статистический ежегодник. 2019: Стат.сб./Росстат. - М., 2019 – 708 с.	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/year-2019.rar	статистический сборник	млн. руб.	
YEARBOOK_2020	Российский статистический ежегодник. 2020: Стат.сб./Росстат. - М., 2020 – 700 с.	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/year2020.rar	статистический сборник	млн. руб.	
YEARBOOK_2021	Российский статистический ежегодник. 2021: Стат.сб./Росстат. – М., 2021 – 692 с	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/year2021.rar	статистический сборник	млн. руб.	
YEARBOOK_2022	Российский статистический ежегодник. 2022: Стат.сб./Росстат. – М., 2022 – 691 с.	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/Ejegodnik_tabl_2022.rar	статистический сборник	млн. руб.	
YEARBOOK_2023	Российский статистический ежегодник. 2023: Стат.сб./Росстат. – М., 2023 – 701 с.	https://web.archive.org/web/20241009134209/https://rosstat.gov.ru/storage/mediabank/Ejegodnik_2023.rar	статистический сборник	млн. руб.	
YEARBOOK_2024	Российский статистический ежегодник. 2024: Стат.сб./Росстат. – М., 2024 – 630 с.	https://web.archive.org/web/20250101134319/https://rosstat.gov.ru/storage/mediabank/Ejegodnik_2024.rar	статистический сборник	млн. руб.	
cisstat_2017_no_551	Статистика СНГ: статистический бюллетень / Межгосударственный статистический комитет Содружества Независимых Государств. 2017, № 1 (551). – 2017. – 272 с.		статистические материалы		
cisstat_2018_no_554	Статистика СНГ: статистический бюллетень / Межгосударственный статистический комитет Содружества Независимых Государств. 2018, № 1 (554). – 2018. – 233 с.		статистические материалы		
cisstat_2019_no_557	Статистика СНГ: статистический бюллетень / Межгосударственный статистический комитет Содружества Независимых Государств. 2019, № 1 (557). – 2019. – 297 с.		статистические материалы		
cisstat_2020_no_560	Статистика СНГ: статистический бюллетень / Межгосударственный статистический комитет Содружества Независимых Государств. 2020, № 1 (560). – 2020. – 415с.		статистические материалы		
cisstat_2021_no_563	Статистика СНГ: статистический бюллетень / Межгосударственный статистический комитет Содружества Независимых Государств. 2021, № 1 (563). – 2021. – 373 с.		статистические материалы		
cisstat_2022_no_566	Статистика СНГ: статистический бюллетень / Межгосударственный статистический комитет Содружества Независимых Государств. 2022, № 1 (566). – 2022. – 332 с.		статистические материалы		
cisstat_2023_no_569	Статистика СНГ: статистический бюллетень / Межгосударственный статистический комитет Содружества Независимых Государств. 2023, № 1 (569). – 2023. – 371 с.		статистические материалы		
cisstat_2024_no_572	Статистика СНГ: статистический бюллетень / Межгосударственный статистический комитет Содружества Независимых Государств. 2024, № 1 (572). – 2024. – 143 с.		статистические материалы		
ORS_2023	Обследование рабочей силы 2023	https://web.archive.org/web/20240912145516/https://rosstat.gov.ru/storage/mediabank/ORS-2023-all.rar	статистические материалы	тыс. человек	
ORS_2022	Обследование рабочей силы 2022	https://web.archive.org/web/20240912145516/https://rosstat.gov.ru/storage/mediabank/ORS-2022-all.rar	статистические материалы	тыс. человек	
ORS_2021	Обследование рабочей силы 2021	https://web.archive.org/web/20240912145516/https://rosstat.gov.ru/storage/mediabank/ORS-2021-all.rar	статистические материалы	тыс. человек	
ORS_2020	Обследование рабочей силы 2020	https://web.archive.org/web/20240912145516/https://rosstat.gov.ru/storage/mediabank/oOqckdXs/ORS-2020-all.rar	статистические материалы	тыс. человек	
ORS_2019	Обследование рабочей силы 2019	https://web.archive.org/web/20240912145516/https://rosstat.gov.ru/storage/mediabank/ors-2019-all.rar	статистические материалы	тыс. человек	
ORS_2018	Обследование рабочей силы 2018	https://web.archive.org/web/20240912145516/https://rosstat.gov.ru/storage/mediabank/ors-2018-all.rar	статистические материалы	тыс. человек	
ORS_2017	Обследование рабочей силы 2017	https://web.archive.org/web/20240912145516/https://rosstat.gov.ru/storage/mediabank/ors-2017-all.rar	статистические материалы	тыс. человек	
ORS_2016	Обследование рабочей силы 2016	https://web.archive.org/web/20240912145516/https://rosstat.gov.ru/storage/mediabank/ors-2016-all.rar	статистические материалы	тыс. человек	
ORS_2015	Обследование населения по проблемам занятости 2015	https://web.archive.org/web/20240912145516/http://gks.ru/bgd/regl/b15_30/	статистические материалы	тыс. человек	
ORS_2014	Обследование населения по проблемам занятости 2014	https://web.archive.org/web/20240912145516/http://gks.ru/bgd/regl/b14_30/	статистические материалы	тыс. человек	
ORS_2013	Обследование населения по проблемам занятости 2013	https://web.archive.org/web/20240912145516/http://gks.ru/bgd/regl/b13_30/	статистические материалы	тыс. человек	
ORS_2012	Обследование населения по проблемам занятости 2012	https://web.archive.org/web/20240912145516/http://gks.ru/bgd/regl/b12_30/	статистические материалы	тыс. человек	
ORS_2011	Обследование населения по проблемам занятости 2011	https://web.archive.org/web/20240912145516/http://gks.ru/bgd/regl/b11_30/	статистические материалы	тыс. человек	
ORS_2010	Обследование населения по проблемам занятости 2010	https://web.archive.org/web/20240912145516/http://gks.ru/bgd/regl/b10_30/	статистические материалы	тыс. человек	
ORS_2009	Обследование населения по проблемам занятости 2009	https://web.archive.org/web/20240912145516/http://gks.ru/bgd/regl/b09_30/	статистические материалы	тыс. человек	
trud_2023	Труд и занятость в России. 2023: Стат.сб./Росстат - M., 2023. – 180 c.	https://web.archive.org/web/20241208121518/https://rosstat.gov.ru/storage/mediabank/Trud_2023.rar	статистический сборник	тыс. человек	
trud_2021	Труд и занятость в России. 2021: Стат.сб./Росстат - M., 2021. – 177 c.	https://web.archive.org/web/20241208121518/https://rosstat.gov.ru/storage/mediabank/Trud_2021.rar	статистический сборник	тыс. человек	
trud_2019	Труд и занятость в России. 2019: Стат.сб./Росстат - M., 2019. – 135 c.	https://web.archive.org/web/20241208121518/https://rosstat.gov.ru/storage/mediabank/pril_trud(1).rar	статистический сборник	тыс. человек	
trud_2017	Труд и занятость в России. 2017: Стат.сб./Росстат - M., 2017. - 261 c	https://web.archive.org/web/20241208121518/https://rosstat.gov.ru/storage/mediabank/pril_trud(1).rar	статистический сборник	тыс. человек	
trud_2015	Труд и занятость в России. 2015: Стат.сб./Росстат - M., 2015. - 274 c. 	https://web.archive.org/web/20241208121518/https://rosstat.gov.ru/storage/mediabank/trud2015.rar	статистический сборник	тыс. человек	
cisstat_db	"База данных ""Статистика СНГ"""	https://new.cisstat.org/web/guest/dbcisstat	статистические материалы		
