Year;Month;Общее число владельцев предприятий и индивидуально работающих, включая самозанятых.;без регистрации или оформления документов;с регистрацией предприятия в качестве юридического лица;с регистрацией предприятия в качестве инливид.предпринимател;регистрация деятельности в стадии оформления;с регистрацией в качестве самозанятого;Source
2015;11;;;;;;;ORS_2016
2015;12;;;;;;;ORS_2016
2016;1;;;;;;;ORS_2016
2016;2;;;;;;;ORS_2016
2016;3;;;;;;;ORS_2016
2016;4;;;;;;;ORS_2016
2016;5;;;;;;;ORS_2016
2016;6;;;;;;;ORS_2016
2016;7;;;;;;;ORS_2016
2016;8;;;;;;;ORS_2016
2016;9;;;;;;;ORS_2016
2016;10;;;;;;;ORS_2016
2016;11;;;;;;;ORS_2016
2016;12;;;;;;;ORS_2016
2014;1;;;;;;;ORS_2015
2014;2;;;;;;;ORS_2015
2014;3;;;;;;;ORS_2015
2014;4;;;;;;;ORS_2015
2014;5;;;;;;;ORS_2015
2014;6;;;;;;;ORS_2015
2014;7;;;;;;;ORS_2015
2014;8;;;;;;;ORS_2015
2014;9;;;;;;;ORS_2015
2014;10;;;;;;;ORS_2015
2014;11;;;;;;;ORS_2015
2014;12;;;;;;;ORS_2015
2015;1;;;;;;;ORS_2015
2015;2;;;;;;;ORS_2015
2015;3;;;;;;;ORS_2015
2015;4;;;;;;;ORS_2015
2015;5;;;;;;;ORS_2015
2015;6;;;;;;;ORS_2015
2015;7;;;;;;;ORS_2015
2015;8;;;;;;;ORS_2015
2015;9;;;;;;;ORS_2015
2015;10;;;;;;;ORS_2015
2015;11;;;;;;;ORS_2015
2015;12;;;;;;;ORS_2015
2013;1;;;;;;;ORS_2014
2013;2;;;;;;;ORS_2014
2013;3;;;;;;;ORS_2014
2013;4;;;;;;;ORS_2014
2013;5;;;;;;;ORS_2014
2013;6;;;;;;;ORS_2014
2013;7;;;;;;;ORS_2014
2013;8;;;;;;;ORS_2014
2013;9;;;;;;;ORS_2014
2013;10;;;;;;;ORS_2014
2013;11;;;;;;;ORS_2014
2013;12;;;;;;;ORS_2014
2014;1;;;;;;;ORS_2014
2014;2;;;;;;;ORS_2014
2014;3;;;;;;;ORS_2014
2014;4;;;;;;;ORS_2014
2014;5;;;;;;;ORS_2014
2014;6;;;;;;;ORS_2014
2014;7;;;;;;;ORS_2014
2014;8;;;;;;;ORS_2014
2014;9;;;;;;;ORS_2014
2014;10;;;;;;;ORS_2014
2014;11;;;;;;;ORS_2014
2014;12;;;;;;;ORS_2014
2012;1;;;;;;;ORS_2013
2012;2;;;;;;;ORS_2013
2012;3;;;;;;;ORS_2013
2012;4;;;;;;;ORS_2013
2012;5;;;;;;;ORS_2013
2012;6;;;;;;;ORS_2013
2012;7;;;;;;;ORS_2013
2012;8;;;;;;;ORS_2013
2012;9;;;;;;;ORS_2013
2012;10;;;;;;;ORS_2013
2012;11;;;;;;;ORS_2013
2012;12;;;;;;;ORS_2013
2013;1;;;;;;;ORS_2013
2013;2;;;;;;;ORS_2013
2013;3;;;;;;;ORS_2013
2013;4;;;;;;;ORS_2013
2013;5;;;;;;;ORS_2013
2013;6;;;;;;;ORS_2013
2013;7;;;;;;;ORS_2013
2013;8;;;;;;;ORS_2013
2013;9;;;;;;;ORS_2013
2013;10;;;;;;;ORS_2013
2013;11;;;;;;;ORS_2013
2013;12;;;;;;;ORS_2013
2011;1;;;;;;;ORS_2012
2011;2;;;;;;;ORS_2012
2011;3;;;;;;;ORS_2012
2011;4;;;;;;;ORS_2012
2011;5;;;;;;;ORS_2012
2011;6;;;;;;;ORS_2012
2011;7;;;;;;;ORS_2012
2011;8;;;;;;;ORS_2012
2011;9;;;;;;;ORS_2012
2011;10;;;;;;;ORS_2012
2011;11;;;;;;;ORS_2012
2011;12;;;;;;;ORS_2012
2012;1;;;;;;;ORS_2012
2012;2;;;;;;;ORS_2012
2012;3;;;;;;;ORS_2012
2012;4;;;;;;;ORS_2012
2012;5;;;;;;;ORS_2012
2012;6;;;;;;;ORS_2012
2012;7;;;;;;;ORS_2012
2012;8;;;;;;;ORS_2012
2012;9;;;;;;;ORS_2012
2012;10;;;;;;;ORS_2012
2012;11;;;;;;;ORS_2012
2012;12;;;;;;;ORS_2012
2010;1;;;;;;;ORS_2011
2010;2;;;;;;;ORS_2011
2010;3;;;;;;;ORS_2011
2010;4;;;;;;;ORS_2011
2010;5;;;;;;;ORS_2011
2010;6;;;;;;;ORS_2011
2010;7;;;;;;;ORS_2011
2010;8;;;;;;;ORS_2011
2010;9;;;;;;;ORS_2011
2010;10;;;;;;;ORS_2011
2010;11;;;;;;;ORS_2011
2010;12;;;;;;;ORS_2011
2011;1;;;;;;;ORS_2011
2011;2;;;;;;;ORS_2011
2011;3;;;;;;;ORS_2011
2011;4;;;;;;;ORS_2011
2011;5;;;;;;;ORS_2011
2011;6;;;;;;;ORS_2011
2011;7;;;;;;;ORS_2011
2011;8;;;;;;;ORS_2011
2011;9;;;;;;;ORS_2011
2011;10;;;;;;;ORS_2011
2011;11;;;;;;;ORS_2011
2011;12;;;;;;;ORS_2011
2009;2;;;;;;;ORS_2010
2009;5;;;;;;;ORS_2010
2009;8;;;;;;;ORS_2010
2009;9;;;;;;;ORS_2010
2009;10;;;;;;;ORS_2010
2009;11;;;;;;;ORS_2010
2009;12;;;;;;;ORS_2010
2010;1;;;;;;;ORS_2010
2010;2;;;;;;;ORS_2010
2010;3;;;;;;;ORS_2010
2010;4;;;;;;;ORS_2010
2010;5;;;;;;;ORS_2010
2010;6;;;;;;;ORS_2010
2010;7;;;;;;;ORS_2010
2010;8;;;;;;;ORS_2010
2010;9;;;;;;;ORS_2010
2010;10;;;;;;;ORS_2010
2010;11;;;;;;;ORS_2010
2010;12;;;;;;;ORS_2010
2008;2;;;;;;;ORS_2009
2008;5;;;;;;;ORS_2009
2008;8;;;;;;;ORS_2009
2008;11;;;;;;;ORS_2009
2009;2;;;;;;;ORS_2009
2009;5;;;;;;;ORS_2009
2009;8;;;;;;;ORS_2009
2009;9;;;;;;;ORS_2009
2009;10;;;;;;;ORS_2009
2009;11;;;;;;;ORS_2009
2009;12;;;;;;;ORS_2009
